49	122;	255;241;192;
50	108;	334;148;109;331;119;146;203;113;314;277;
51	283;	31;84;23;25;83;237;
52	247;	192;
53	47;	242;1;92;88;302;248;94;194;315;130;146;180;24;266;249;101;213;330;204;332;317;54;191;254;260;322;196;48;299;346;
54	32;	48;119;53;313;329;1;27;
55	52;	185;104;123;252;186;26;122;261;67;277;56;239;170;203;21;200;
56	44;	142;113;271;223;341;172;315;25;63;13;207;98;285;323;134;261;82;213;118;265;232;331;109;325;186;170;303;21;200;188;304;291;104;322;276;290;40;72;342;231;277;211;313;222;199;30;212;60;298;136;334;9;238;122;203;59;169;221;272;332;62;161;119;66;75;55;132;103;252;239;297;128;185;141;88;26;67;
57	284;	204;320;302;242;184;346;108;48;24;80;277;249;213;92;
58	265;	171;107;269;
59	235;	118;238;13;172;82;211;98;203;250;325;261;252;186;268;239;56;271;342;
60	106;	313;158;56;322;239;291;285;
61	40;	193;23;
62	210;	96;186;133;56;130;224;26;141;341;261;98;318;322;122;199;223;170;323;239;67;142;276;161;200;236;
63	1;	271;342;261;56;313;
64	277;	150;100;189;119;171;217;
65	86;	339;203;13;252;7;297;25;118;82;261;314;
66	173;	308;122;134;334;113;26;304;252;142;239;9;67;56;21;
67	20;	122;224;82;334;79;158;261;98;156;342;199;161;118;40;315;66;31;170;113;45;285;248;324;308;236;169;56;239;223;313;10;185;3;303;265;304;25;322;134;21;72;344;277;13;213;104;128;280;26;271;325;252;332;200;196;323;9;345;62;272;109;186;75;119;123;188;290;212;203;136;297;55;142;69;141;
68	291;	296;99;263;143;227;225;175;177;
69	158;	105;39;121;236;9;304;25;26;67;
70	101;	230;
71	157;	307;230;
72	208;	271;298;239;132;329;212;25;199;172;67;9;272;291;56;232;113;26;200;3;165;252;141;40;
73	55;	88;25;30;130;48;331;1;126;299;
75	229;	258;85;322;274;272;170;188;323;56;67;304;200;9;
76	43;	25;270;
77	282;	231;294;117;332;40;
78	41;	275;328;4;195;181;306;218;273;
79	21;	185;200;9;272;119;271;25;252;67;26;188;
80	181;	330;88;180;101;204;315;242;94;173;213;249;346;299;92;300;194;266;57;48;24;320;187;
81	163;	286;269;
82	129;	268;203;318;16;84;222;211;252;238;123;119;29;98;67;325;313;172;121;261;59;199;314;170;13;148;56;118;158;331;231;169;271;65;
83	117;	237;51;84;31;25;23;
84	62;	31;313;276;304;25;265;83;237;82;224;51;236;
85	175;	75;9;272;258;274;170;3;271;322;188;323;156;176;
86	149;	227;177;175;225;278;
87	113;	291;22;7;5;308;339;322;213;246;315;161;136;
88	219;	25;178;130;53;236;242;126;56;336;1;303;322;80;106;164;48;73;186;21;
89	86;	147;219;19;327;319;95;6;
90	31;	179;
91	106;	201;264;259;245;110;193;8;
92	192;	80;57;249;101;53;302;330;254;299;266;196;204;187;94;24;180;194;1;242;346;
93	70;	111;41;32;137;337;310;167;
94	316;	330;194;101;302;25;242;266;299;204;249;187;300;92;180;254;24;315;320;80;53;346;
95	192;	327;6;147;89;319;
96	347;	62;323;314;213;224;190;274;133;
97	55;	182;230;
98	17;	332;277;109;239;304;13;200;103;211;276;123;313;199;238;342;56;62;67;291;258;118;119;82;186;25;170;26;252;265;315;141;272;59;128;280;325;261;113;122;104;203;148;285;331;223;172;271;21;
99	20;	225;175;143;177;227;131;263;278;23;102;68;296;
100	345;	189;119;64;163;269;217;323;150;
101	174;	242;180;24;92;317;254;346;249;94;204;330;53;302;266;194;187;80;299;
102	120;	175;227;263;99;296;
103	155;	211;185;323;200;252;172;7;25;98;56;136;285;169;339;271;
104	34;	252;295;332;239;277;212;271;109;98;55;45;344;128;21;142;122;113;203;325;169;188;26;25;200;186;123;67;318;322;303;56;
105	175;	315;148;25;119;280;39;69;236;257;21;272;277;9;
106	36;	332;329;238;88;231;169;29;
107	77;	58;171;
108	109;	251;127;57;272;159;184;281;320;36;21;284;197;
109	77;	325;323;297;239;277;332;98;31;13;148;50;122;304;314;271;295;169;285;229;104;142;303;203;21;252;322;331;158;324;186;67;26;200;119;56;118;
110	97;	91;8;259;264;
111	290;	137;44;326;93;41;214;17;20;310;312;337;279;343;
112	239;	174;19;
113	226;	134;169;199;334;186;56;158;188;285;122;40;252;291;50;165;98;9;121;304;200;148;203;239;277;172;72;325;313;25;67;26;271;119;342;132;66;142;261;104;
115	60;	149;214;17;144;192;220;20;326;41;343;116;262;140;14;226;312;28;137;19;2;
116	301;	28;326;115;17;162;2;41;226;214;343;144;140;312;149;23;14;
117	54;	77;38;280;285;231;
118	209;	203;265;59;313;238;222;98;16;322;109;134;67;271;161;252;82;29;304;277;56;13;65;199;324;172;342;200;331;211;268;26;239;283;261;325;
119	67;	189;261;318;324;248;1;329;98;339;27;67;56;148;21;25;200;105;203;79;132;146;342;113;64;100;297;239;277;9;229;163;269;331;150;50;13;325;125;26;82;128;280;188;109;208;199;271;122;176;217;313;185;252;332;285;39;54;171;170;48;323;
120	272;	136;277;247;
121	295;	39;113;82;315;69;21;280;236;169;206;165;
122	97;	251;136;239;281;67;232;109;119;213;276;45;98;66;9;322;315;104;62;156;297;113;345;176;5;277;26;186;169;21;271;304;332;325;188;236;235;224;252;344;161;342;170;272;3;56;303;55;25;261;200;203;31;123;280;142;128;284;274;141;248;323;285;
123	31;	252;21;122;261;55;239;104;142;82;318;200;26;186;98;67;334;342;
124	139;	23;157;170;
125	167;	169;119;136;
126	347;	1;73;260;322;88;48;
127	330;	197;346;159;184;309;320;272;139;251;108;281;21;36;284;135;
128	166;	98;203;56;199;67;223;119;315;169;211;186;150;172;334;122;248;213;170;252;271;26;176;313;322;265;104;9;
129	54;	347;339;291;31;168;7;
130	347;	277;346;213;191;62;53;322;257;25;88;73;204;300;48;329;
131	185;	225;177;143;278;227;99;
132	52;	242;113;317;72;56;334;40;311;277;303;315;119;45;158;134;
133	174;	276;232;1;9;315;322;224;280;183;188;26;236;271;40;141;96;62;
134	305;	277;248;199;238;334;142;9;113;21;203;304;252;67;66;132;26;118;56;
135	206;	127;251;320;184;284;309;197;281;36;
136	208;	67;103;324;315;285;246;125;213;87;146;21;322;120;308;169;122;304;56;339;156;7;
137	133;	243;140;337;310;326;289;32;93;17;115;214;41;111;167;312;
138	242;	19;
139	285;	159;184;127;284;197;251;281;320;
140	242;	28;116;115;144;41;312;214;17;326;137;
141	318;	25;133;272;258;323;9;236;56;38;271;239;276;98;26;62;40;304;199;291;72;122;39;257;280;67;172;224;
142	35;	239;188;203;45;26;67;10;3;169;236;252;200;315;280;186;113;332;62;308;40;123;21;297;334;56;134;170;109;303;323;9;104;285;161;277;31;271;122;158;322;345;66;
143	185;	321;99;35;46;225;68;227;278;131;175;177;
144	210;	312;140;149;115;28;41;116;17;151;343;23;14;326;226;
145	260;	179;
146	244;	53;119;317;148;136;285;339;50;313;
147	164;	89;219;6;319;95;
148	313;	224;185;271;261;98;13;146;9;82;105;176;272;339;229;25;113;50;109;119;
149	106;	14;28;116;312;144;333;343;2;115;326;162;226;20;
150	230;	119;217;324;100;171;189;64;329;163;128;
151	238;	14;28;312;310;144;41;
152	53;	181;339;275;4;
153	327;	280;
154	269;	219;
155	192;	23;157;
156	146;	272;235;9;85;258;5;136;122;188;67;295;
157	268;	155;124;
158	174;	60;232;168;291;322;317;5;332;248;109;132;325;67;25;242;113;142;22;82;304;339;315;26;40;
159	312;	197;284;21;108;272;184;345;320;277;281;127;172;139;
160	322;	260;
161	174;	325;203;213;67;304;122;314;39;322;199;277;271;9;258;26;62;87;339;21;252;118;56;308;142;
162	150;	333;116;312;20;326;343;149;
163	26;	150;100;249;119;173;
164	347;	285;88;
165	108;	21;188;342;334;39;200;169;113;72;121;
166	232;	173;198;202;
167	208;	310;243;337;137;32;93;
168	240;	339;277;158;129;291;22;7;347;31;304;
169	127;	252;106;10;165;109;103;322;82;248;25;67;280;291;239;121;257;113;128;125;9;142;5;277;332;185;104;122;21;315;236;26;318;334;56;40;136;271;
170	145;	252;122;62;119;239;323;75;98;9;341;85;55;277;186;188;223;211;334;203;313;25;21;322;67;26;124;185;82;332;285;200;271;260;290;268;342;304;128;3;315;250;142;274;56;176;
171	135;	58;217;64;189;119;150;107;
172	98;	313;231;203;268;59;298;223;128;159;40;325;56;113;304;16;332;26;329;308;212;13;265;82;103;72;199;261;118;271;29;98;211;252;238;239;141;277;331;232;342;
173	179;	202;166;34;80;163;
174	319;	19;112;293;
175	307;	263;296;227;177;143;23;102;68;225;277;19;86;99;321;278;46;
176	91;	188;122;119;148;85;271;25;26;170;239;290;128;9;
177	216;	68;86;143;46;99;227;225;131;175;278;
178	123;	329;272;186;206;231;303;322;345;30;88;213;38;
179	57;	90;145;
180	321;	299;302;249;92;346;53;101;94;5;254;204;266;196;194;242;24;187;48;80;
181	6;	306;218;4;273;78;328;195;275;152;
182	294;	253;97;
183	27;	133;
184	332;	108;272;251;197;309;284;127;320;57;36;281;346;139;135;21;329;159;
185	215;	26;272;170;188;148;79;67;9;285;56;200;297;25;280;22;119;322;103;274;315;55;290;344;169;271;
186	218;	25;88;271;331;122;223;113;272;98;325;303;252;123;26;56;277;222;213;142;104;323;188;322;239;221;128;236;21;170;200;67;285;62;45;203;59;9;345;178;199;55;109;341;
187	131;	266;299;242;5;180;249;194;80;94;254;346;92;101;302;24;
188	136;	208;13;186;85;156;223;280;122;79;334;185;341;200;322;258;272;176;271;297;113;3;224;142;274;252;290;75;21;277;9;342;26;30;239;291;67;56;165;25;323;170;315;304;104;285;119;133;
189	45;	171;119;150;64;100;217;
190	96;	229;96;23;
191	110;	53;130;
192	218;	115;52;205;49;
193	245;	61;8;91;259;
194	136;	53;302;299;1;187;24;94;92;254;249;204;180;101;346;266;80;196;242;
195	218;	328;78;273;218;275;4;306;181;
196	5;	285;180;254;204;53;194;346;92;266;330;67;249;
197	20;	135;184;159;281;309;329;21;284;108;36;272;320;251;127;139;
198	78;	166;
199	245;	313;26;200;72;13;271;342;141;211;161;232;48;62;223;288;322;231;324;298;314;252;67;25;82;40;9;186;291;134;113;128;56;172;239;325;238;315;203;98;119;261;212;118;265;222;304;
200	147;	142;45;252;62;72;223;40;332;119;10;186;185;322;21;103;236;203;248;274;232;334;118;79;239;324;104;165;325;224;31;25;297;56;304;280;26;285;271;276;113;9;55;199;67;75;3;323;170;30;39;122;188;277;109;123;98;
201	223;	259;8;91;
202	33;	173;329;166;
203	244;	270;338;341;98;40;271;122;277;55;199;324;48;304;128;322;113;134;223;142;172;26;104;119;315;109;239;238;29;50;272;265;334;342;118;285;261;325;56;308;268;186;170;9;331;200;82;67;297;211;65;313;161;59;21;25;332;
204	54;	180;194;302;330;277;101;254;346;80;242;329;57;266;249;53;92;130;94;5;196;213;
205	4;	192;
206	204;	121;260;178;
207	145;	56;322;
208	220;	119;332;285;277;291;188;
211	327;	172;315;268;265;170;271;313;304;59;223;239;261;238;118;29;285;342;103;222;13;128;272;56;203;331;82;98;325;199;
212	202;	298;21;271;104;26;72;56;295;199;252;40;232;172;239;344;304;67;
213	193;	56;308;291;236;67;5;231;7;239;303;178;130;80;340;136;242;285;224;249;204;322;30;277;332;324;40;161;122;128;315;53;96;272;345;246;87;57;186;
214	332;	19;140;343;312;111;230;289;17;333;115;326;14;41;137;116;20;
216	148;	243;
217	220;	189;100;150;324;171;64;119;
218	317;	306;4;195;275;273;181;328;78;
219	16;	154;6;147;89;319;
220	90;	262;312;115;
221	100;	25;186;45;56;303;322;285;
222	151;	211;186;240;82;325;238;56;313;199;118;
223	134;	62;211;325;26;313;252;21;56;128;265;13;188;67;261;239;246;315;98;200;342;199;271;172;186;203;170;
224	195;	40;62;324;304;188;315;30;96;236;26;271;133;25;322;148;276;9;213;67;332;291;122;200;232;141;84;261;
225	260;	131;68;143;278;175;177;99;227;86;
226	5;	333;115;149;144;20;326;116;14;41;312;28;2;343;
227	93;	131;175;19;99;278;263;225;143;296;102;86;23;68;177;
228	48;	3;283;
229	222;	119;148;190;109;334;
230	98;	214;41;97;253;71;307;23;70;
231	68;	25;199;239;56;329;291;77;280;82;29;213;332;106;40;172;232;9;178;315;117;
232	300;	271;291;122;322;172;72;239;25;26;199;280;133;276;9;224;21;158;231;298;40;212;56;200;285;
233	343;	256;
234	214;	239;
235	176;	156;122;21;5;
236	28;	30;84;248;318;200;133;25;26;1;67;252;314;141;315;322;21;213;276;224;122;304;272;303;13;257;121;280;69;271;88;62;105;297;169;142;186;
237	111;	83;25;23;84;51;31;
238	230;	118;98;252;325;313;106;172;271;324;13;261;134;199;59;211;203;82;56;222;342;239;265;
239	31;	142;265;40;186;98;104;303;285;231;304;118;271;72;272;280;59;188;113;213;170;176;344;199;13;200;338;277;56;60;66;123;25;261;55;295;169;67;109;119;313;26;122;322;232;203;325;323;234;212;276;21;211;252;223;141;238;62;172;
240	314;	222;23;
241	27;	49;
242	251;	92;88;187;302;213;94;346;330;322;299;132;254;24;101;80;158;180;204;266;53;249;194;57;
243	293;	137;310;337;167;216;41;312;
244	229;	282;
245	96;	23;91;259;8;
246	278;	25;285;87;136;304;340;308;322;213;223;315;339;7;
247	29;	120;29;
248	315;	134;291;236;265;128;158;122;311;119;200;21;252;67;53;26;169;38;323;277;332;
249	248;	53;163;204;80;92;196;242;330;94;299;101;346;304;194;266;254;315;187;24;302;180;213;57;
250	45;	170;322;252;59;
251	58;	184;127;139;309;122;320;197;21;135;281;108;36;284;
252	347;	170;118;342;239;188;313;238;334;304;161;297;55;277;280;324;261;212;21;9;250;345;172;169;271;67;142;98;119;104;59;56;223;285;31;72;272;128;66;308;26;79;122;199;315;186;25;265;82;322;123;325;103;65;13;200;29;113;134;109;236;338;248;291;332;
253	195;	230;182;
254	191;	180;266;92;196;242;94;299;249;53;346;204;330;101;187;302;194;
255	195;	49;
256	108;	233;
257	195;	105;304;141;322;130;258;40;39;295;272;344;25;280;315;236;169;26;
258	288;	291;98;156;75;323;272;85;40;295;161;188;141;9;257;
259	156;	264;91;245;193;110;201;8;
260	70;	170;339;322;206;53;126;160;
261	38;	56;172;55;318;199;252;62;342;59;285;119;265;13;148;224;238;82;67;203;239;98;345;118;122;211;314;297;313;123;223;65;268;113;325;271;16;63;
262	224;	312;115;220;
263	23;	68;227;99;296;102;175;
264	33;	110;259;8;91;
265	90;	313;26;252;271;13;248;211;261;172;118;84;342;298;238;325;223;239;331;67;311;128;199;203;56;98;40;
266	198;	94;346;180;92;24;187;194;204;254;101;80;242;196;53;302;330;249;
267	60;	23;
268	201;	172;261;170;211;271;59;203;82;325;118;
269	80;	100;329;81;119;58;
270	91;	25;203;76;
271	168;	56;314;63;104;298;118;67;98;200;85;186;161;313;72;122;280;268;212;238;109;82;342;48;323;318;223;103;291;169;148;224;290;26;13;113;315;9;265;325;272;128;59;297;211;261;239;285;40;176;199;185;236;170;119;331;142;141;277;322;276;25;332;172;21;79;133;203;232;30;188;252;304;
272	107;	85;67;56;252;105;257;79;141;197;178;291;329;280;188;184;72;320;122;127;239;98;25;258;156;148;75;281;40;213;277;271;185;297;285;236;211;9;304;108;21;346;203;159;186;
273	341;	4;195;306;275;218;181;78;328;
274	114;	185;200;170;85;3;323;96;122;40;75;21;341;188;
275	335;	306;328;152;4;181;78;195;218;273;
276	90;	84;322;141;224;56;239;62;232;133;200;271;236;9;98;122;25;26;
277	44;	204;130;203;134;21;40;56;13;169;104;122;322;118;168;323;31;290;342;172;248;9;113;142;239;109;119;311;132;315;200;10;294;304;50;25;280;285;272;22;67;252;208;339;188;334;291;26;213;159;98;170;120;55;325;332;57;175;105;186;324;308;161;39;271;
278	17;	227;143;177;99;131;175;46;225;86;
279	58;	111;
280	291;	297;323;200;40;39;185;133;232;31;329;117;119;9;153;3;322;277;169;21;257;271;25;141;26;67;291;239;142;315;122;105;252;290;304;231;332;121;188;98;236;1;272;
281	61;	122;135;309;184;139;36;127;197;272;21;320;284;108;251;159;
282	115;	244;
283	291;	118;25;228;3;
284	256;	127;309;122;139;320;329;135;251;281;197;36;21;159;184;108;
285	306;	188;332;322;203;252;239;26;25;113;272;67;232;345;142;98;10;109;261;342;56;211;122;119;60;186;9;304;221;196;185;303;277;117;164;313;315;208;323;170;213;271;200;136;246;146;103;
286	139;	81;
288	16;	199;25;315;
289	154;	19;214;137;
290	79;	67;271;277;185;188;342;280;322;56;323;176;170;25;
291	172;	339;271;329;9;277;168;231;113;26;98;208;141;248;315;60;56;129;199;232;252;87;158;169;7;258;31;188;272;213;72;332;224;25;280;10;
293	223;	174;19;
294	117;	77;277;
295	48;	257;258;156;109;9;26;212;104;239;
296	245;	68;227;263;175;99;102;
297	149;	25;271;109;236;122;272;119;261;324;142;56;252;65;200;323;9;203;280;322;188;67;21;185;26;
298	138;	199;232;212;26;172;72;56;271;265;40;
299	96;	1;300;302;80;73;53;242;330;101;254;249;92;180;187;94;24;346;48;194;
300	209;	320;80;299;346;130;94;
301	338;	47;324;
302	175;	48;299;180;101;92;187;204;242;53;346;249;315;330;24;194;94;254;57;266;
303	300;	67;213;239;186;88;30;178;142;56;345;122;285;132;221;322;109;236;45;315;104;
304	158;	13;31;246;285;315;341;118;236;136;188;84;69;141;347;199;40;200;134;7;277;211;252;66;9;168;332;113;26;280;271;239;67;56;122;75;272;334;98;257;109;203;224;212;161;170;172;308;324;21;322;158;325;249;30;
305	281;	312;
306	294;	4;181;195;328;218;273;78;275;
307	271;	40;230;71;
308	269;	66;322;252;161;67;304;329;203;334;136;213;22;26;87;323;7;338;246;21;172;142;31;277;
309	37;	284;36;251;197;184;127;281;320;135;
310	315;	28;14;243;337;93;41;167;151;111;137;17;32;
311	285;	248;344;132;277;325;265;
312	94;	144;226;116;2;41;151;19;140;162;20;214;343;137;115;17;44;220;305;14;111;262;326;149;243;28;
313	259;	119;238;67;128;339;84;223;82;39;314;113;211;13;325;56;285;146;252;271;118;342;170;261;98;60;315;239;199;26;222;172;203;54;21;265;63;
314	346;	109;261;271;161;313;236;96;50;82;342;199;65;
315	209;	1;142;224;304;7;40;188;21;199;94;53;252;122;169;5;87;277;67;231;271;339;170;236;288;9;285;136;246;185;132;211;257;105;223;56;302;329;324;280;121;26;128;98;323;322;203;313;133;291;158;249;213;80;303;345;
316	202;	5;
317	254;	40;146;53;101;132;158;
318	167;	271;82;104;334;62;169;236;123;261;119;
319	341;	327;95;19;219;6;147;89;
320	270;	80;197;284;281;309;346;139;251;329;57;94;36;159;135;272;108;300;184;127;48;
321	320;	143;175;
322	72;	271;224;67;221;200;133;7;169;236;297;342;213;303;185;341;40;304;207;285;87;126;38;277;142;239;232;280;188;199;260;315;186;26;109;178;170;345;30;252;339;250;104;329;242;75;257;158;276;9;21;308;88;62;246;118;128;323;85;161;130;1;60;56;136;45;203;48;290;25;122;53;
323	94;	26;188;67;100;248;308;274;25;186;109;75;21;10;200;315;297;277;239;9;170;271;280;290;56;322;258;332;285;341;3;103;122;119;96;62;141;85;142;
324	196;	67;224;27;203;340;297;200;277;315;304;331;238;252;199;213;119;150;301;332;22;136;109;118;217;329;
325	188;	118;313;271;311;203;82;261;238;113;67;25;342;119;56;277;158;199;40;122;223;268;304;200;211;239;26;59;172;265;186;13;222;252;98;161;21;104;109;
326	141;	20;14;140;111;137;144;115;2;312;41;226;162;116;28;214;343;149;17;
327	94;	319;89;95;
328	337;	273;181;195;78;218;4;275;306;
329	278;	72;40;284;172;231;204;30;324;315;54;202;280;178;320;9;322;130;308;27;16;106;197;332;150;184;272;119;269;291;
330	189;	101;254;346;302;48;196;53;299;92;266;204;249;242;94;80;
331	199;	25;82;73;50;332;172;265;119;186;30;211;16;203;271;118;98;56;324;109;
332	269;	213;170;280;285;21;106;304;53;277;142;40;224;77;323;26;172;48;56;271;169;10;109;231;119;122;252;16;200;291;208;324;203;331;158;67;248;329;25;38;98;104;13;
333	17;	162;20;214;226;343;149;2;
334	151;	66;200;134;318;123;56;128;229;170;142;40;67;50;308;203;188;169;9;304;277;165;132;339;21;113;26;252;
336	80;	88;25;
337	297;	310;243;167;137;93;32;41;111;
338	98;	239;29;308;31;252;203;
339	3;	158;103;347;7;146;291;315;65;322;260;152;246;277;22;313;31;334;148;87;129;161;340;136;38;168;119;
340	218;	246;324;339;7;213;
341	134;	323;170;62;203;304;188;274;56;322;9;186;
342	318;	285;123;9;325;122;223;252;238;322;199;188;271;113;203;290;313;265;170;277;314;261;165;118;21;172;63;211;98;56;13;119;67;59;
343	156;	144;20;162;14;214;312;226;326;333;41;116;19;111;44;2;149;115;
344	228;	122;311;67;212;185;104;257;239;
345	229;	213;178;322;142;45;315;261;252;303;21;186;285;67;159;122;
346	154;	187;266;94;299;254;330;180;57;80;242;302;249;24;92;53;130;300;272;127;101;196;320;204;194;184;1;
347	89;	339;22;7;304;168;129;
