4,1,0.56
4,10,0.08
4,12,0.17
4,18,0.07
4,19,0.88
4,25,0.03
4,27,0.19
4,28,0.52
4,30,0.69
4,31,0.53
4,32,0.27
4,33,0.46
4,38,0.06
4,40,0.99
4,50,1
4,51,0.46
4,64,0.02
4,73,0.51
4,74,0.86
4,81,0.48
4,83,0.71
4,88,0.49
4,96,0.97
4,100,0.35
4,101,0.87
4,107,0.37
4,108,0.7
4,117,0.18
4,118,0.48
4,135,0.92
4,169,0.32
4,223,0.44
4,233,0.89
4,295,0.69
4,310,0.31
4,333,0.44
4,335,0.59
4,368,0.69
4,388,0.99
4,401,0.48
4,409,0.88
4,426,0.15
4,427,0.69
4,433,0.92
4,449,0.76
4,545,0.06
4,550,0.88
4,551,0.87
4,588,0.77
4,639,0.53
4,681,0.52
4,686,0.06
4,715,0.86
4,716,0.98
4,717,0.86
4,718,0.81
4,719,0.4
4,720,0.91
4,721,0.04
4,722,0.18
4,723,0.76
4,724,1
4,725,0.45
4,726,0.18
4,727,0.92
4,728,0.05
4,729,0.88
4,730,0.16
4,731,0.79
4,732,0.42
4,733,0.14
4,734,0.25
4,735,0.74
4,736,0.49
4,737,0.56
4,738,0.03
5,0,0.82
5,1,0.3
5,2,0.06
5,4,0.66
5,8,0.67
5,12,0.42
5,21,0.06
5,24,0.45
5,26,0.83
5,27,0.8
5,28,0.77
5,29,0.28
5,30,0.93
5,34,0.8
5,35,0.38
5,48,0.19
5,50,0.59
5,51,0.06
5,55,0.09
5,61,0.07
5,66,0.9
5,68,0.1
5,69,0.65
5,72,0.54
5,73,0.37
5,74,0.51
5,76,0.93
5,77,0.58
5,87,0.44
5,89,0.31
5,90,0.63
5,93,0.67
5,96,0.86
5,97,0.27
5,100,0.58
5,102,0.54
5,103,0.43
5,104,0.89
5,116,0.84
5,120,1
5,122,0.19
5,123,0.21
5,124,0.46
5,155,0.53
5,225,0.45
5,233,0.79
5,235,0.92
5,236,0.53
5,237,0.09
5,245,0.85
5,249,0.93
5,295,0.7
5,303,0.59
5,330,0.43
5,335,0.31
5,366,0.11
5,369,0.96
5,398,0.45
5,401,0.51
5,402,0.81
5,413,0.88
5,421,0.88
5,433,0.02
5,437,0.79
5,438,0.61
5,443,0.83
5,445,0.78
5,548,0.7
5,550,0.06
5,551,0.5
5,555,0.11
5,560,0.4
5,563,0.46
5,625,0.62
5,651,0.43
5,664,0.65
5,681,0.96
5,683,0.84
5,686,0.76
5,719,0.34
5,733,0.23
5,775,0.39
5,776,0.71
5,777,0.28
5,778,0.73
5,779,0.08
5,780,0.26
5,781,0.56
5,782,0.85
5,783,0.98
5,784,0.09
5,785,0.52
5,786,0.37
5,787,0.41
5,788,0.83
5,789,0.47
5,790,0.47
5,791,0.72
5,792,0.96
5,793,0.31
5,794,0.65
7,8,0.34
7,40,0.28
7,77,0.19
7,168,0.81
7,365,0.82
7,551,0.66
7,699,0.92
7,999,0.78
7,1003,0.59
7,1022,0.38
7,1106,0.69
7,1107,0.29
7,1108,0.65
7,1109,0.45
7,71389,0.59
8,0,0.89
8,5,0.39
8,31,0.6
8,138,0.14
8,155,0.36
8,158,0.6
8,222,0.63
8,318,0.95
8,508,0.23
8,547,0.88
8,588,0.37
8,776,0.27
8,796,0.54
8,965,0.6
8,979,0.08
8,1005,0.86
8,1008,0.97
8,1118,0.61
8,1119,0.69
8,1120,0.2
8,1121,0.8
8,1122,0.42
8,1123,0.9
8,1124,0.78
8,1125,0.91
8,1126,0.96
8,1127,0.61
8,1128,0.42
8,1129,0.67
9,0,0.61
9,10,0.65
9,31,0.71
9,33,0.48
9,64,0.42
9,135,0.94
9,155,0.7
9,159,0.49
9,728,0.19
9,843,0.55
9,846,0.33
9,848,0.69
9,917,0.51
9,923,0.9
9,1163,0.84
9,1164,0.67
10,1,0.83
10,2,0.74
10,4,1
10,7,0.18
10,9,0.66
10,11,0.04
10,12,0.88
10,18,0.49
10,24,0.18
10,27,0.07
10,29,0.97
10,30,0.12
10,31,0.1
10,35,0.68
10,38,0.83
10,43,0.11
10,44,0.57
10,48,0.22
10,50,0.07
10,51,0.98
10,61,0.62
10,65,0.02
10,66,0.75
10,69,0.29
10,72,0.05
10,73,0.18
10,74,0.74
10,78,0.61
10,83,0.81
10,88,0.36
10,90,0.36
10,92,0.79
10,98,0.29
10,100,0.34
10,102,0.14
10,103,0.1
10,104,0.03
10,110,0.9
10,117,0.25
10,124,0.91
10,141,0.39
10,165,0.97
10,233,0.76
10,301,0.33
10,302,0.48
10,312,0.65
10,319,0.22
10,335,0.55
10,344,0.27
10,345,0.04
10,354,0.37
10,367,0.82
10,369,0.93
10,384,0.8
10,385,0.98
10,395,0.2
10,401,0.49
10,402,0.4
10,408,0.83
10,409,0.54
10,411,0.16
10,414,0.31
10,415,0.51
10,418,0.51
10,426,0.53
10,433,0.76
10,436,0.35
10,449,0.14
10,545,0.36
10,549,0.76
10,550,0.73
10,555,0.34
10,559,0.37
10,586,0.89
10,611,0.86
10,612,0.19
10,620,0.26
10,625,0.49
10,627,0.45
10,663,0.86
10,664,0.86
10,712,0.78
10,721,0.98
10,727,0.53
10,728,0.1
10,729,0.56
10,730,0.94
10,733,0.94
10,766,0.78
10,783,0.76
10,852,0.95
10,965,0.8
10,974,0.37
10,979,0.51
10,993,0.54
10,998,0.32
10,1026,0.07
10,1027,0.47
10,1166,0.66
10,1167,0.4
10,1168,0.36
10,1169,0.65
10,1170,0.64
10,1171,0.91
10,1172,0.38
10,1173,0.38
10,1174,0.92
10,1175,0.76
10,1176,0.42
10,1177,0.92
10,1178,0.07
10,1179,0.14
10,1180,0.39
10,1181,0.34
10,1182,0.51
10,1183,0.31
10,1184,1
10,1185,1
10,1186,0.32
10,1187,0.34
10,1188,0.9
10,1189,0.58
10,1190,0.11
10,1191,0.29
10,1192,0.62
10,71389,0.29
11,0,0.11
11,1,0.26
11,2,0.24
11,4,0.39
11,5,0.57
11,6,0.86
11,10,0.52
11,12,0.87
11,16,0.8
11,18,0.01
11,21,0.14
11,24,0.85
11,25,0.41
11,26,0.3
11,27,0.63
11,29,0.73
11,30,0.25
11,31,0.44
11,33,0.82
11,34,0.64
11,35,0.07
11,36,0.71
11,40,0.72
11,43,0.33
11,44,0.14
11,46,0.48
11,47,0.98
11,50,0.09
11,51,0.02
11,53,0.76
11,55,0.01
11,59,0.91
11,61,0.71
11,65,0.82
11,66,0.32
11,69,0.95
11,72,0.38
11,74,0.45
11,76,0.77
11,79,0.13
11,81,0.88
11,87,0.99
11,89,0.04
11,90,0.87
11,93,0.87
11,96,0.75
11,97,0.76
11,98,0.55
11,100,0.01
11,101,0.04
11,102,0.17
11,103,0.2
11,105,0.29
11,106,0.99
11,108,0.55
11,109,0.12
11,110,0.92
11,117,0.71
11,122,0.62
11,127,0.9
11,136,0.17
11,138,0.74
11,141,0.48
11,155,0.3
11,165,0.22
11,195,0.25
11,211,0.69
11,231,0.21
11,235,0.88
11,237,0.06
11,249,0.66
11,257,0.25
11,269,0.16
11,319,0.39
11,327,0.46
11,329,0.17
11,333,0.11
11,335,0.67
11,344,0.21
11,345,0.46
11,357,0.2
11,359,0.35
11,366,0.2
11,368,0.86
11,369,0.26
11,374,0.94
11,378,0.27
11,383,0.28
11,385,0.87
11,387,0.08
11,388,0.79
11,398,0.82
11,401,0.76
11,402,0.81
11,407,0.08
11,410,0.29
11,413,0.03
11,414,0.43
11,418,0.13
11,421,0.57
11,427,0.24
11,434,0.72
11,437,0.09
11,441,0.61
11,443,0.91
11,449,0.17
11,475,0.17
11,500,0.38
11,546,0.56
11,550,0.93
11,551,0.82
11,555,0.62
11,558,0.05
11,564,0.37
11,586,0.06
11,588,0.27
11,597,0.06
11,598,0.41
11,625,0.07
11,629,0.3
11,645,0.98
11,661,0.84
11,663,0.26
11,681,0.29
11,683,0.92
11,688,0.45
11,717,0.16
11,720,0.69
11,721,0.3
11,723,0.55
11,728,0.41
11,735,0.78
11,746,0.97
11,777,0.65
11,779,0.94
11,781,0.64
